action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,16774751,[],CHEMBL3864475,Inhibition of Keap1 Kelch domain (unknown origin) interaction with Nrf2 assessed as displacement of FITC-betaAla-DEETGEF-OH from Keap1 Kelch domain by FP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O,,,CHEMBL3864134,J Med Chem,2016,"{'bei': '6.98', 'le': None, 'lle': None, 'sei': None}",CHEMBL3982888,,CHEMBL3982888,7.53,0,http://www.openphacts.org/units/Nanomolar,2804500,=,1,1,=,,IC50,nM,,29.6,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,29.6
,,16774752,[],CHEMBL3864474,Inhibition of recombinant human N-terminal His6-tagged Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia coli interaction with Nrf2 assessed as displacement of FITC-betaAla-DEETGEF-OH from Keap1 Kelch domain after 30 mins by FP assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O,,,CHEMBL3864134,J Med Chem,2016,"{'bei': '8.65', 'le': '0.17', 'lle': '10.69', 'sei': '1.90'}",CHEMBL3928693,,CHEMBL3928693,6.94,0,http://www.openphacts.org/units/Nanomolar,2804496,=,1,1,=,,IC50,nM,,115.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.115
,,16774753,[],CHEMBL3864474,Inhibition of recombinant human N-terminal His6-tagged Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia coli interaction with Nrf2 assessed as displacement of FITC-betaAla-DEETGEF-OH from Keap1 Kelch domain after 30 mins by FP assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O,,,CHEMBL3864134,J Med Chem,2016,"{'bei': '5.37', 'le': '0.10', 'lle': '8.93', 'sei': '1.20'}",CHEMBL3967367,,CHEMBL3967367,5.27,0,http://www.openphacts.org/units/Nanomolar,2804495,=,1,1,=,,IC50,nM,,5390.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,5390.0
,,16774755,[],CHEMBL3864472,Inhibition of recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21(DE3)pLysS/Nrf2-ETGE peptide interaction assessed as displacement of fluorescently-labeled LQLDEETGEFLPIQGK from Kelch domain after 1 hr by FP assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc2c1CCN(C(=O)[C@@H]1CCCC[C@@H]1C(=O)O)[C@@H]2CN1Cc2ccccc2C1=O,,,CHEMBL3864134,J Med Chem,2016,"{'bei': '13.72', 'le': '0.25', 'lle': '2.15', 'sei': '7.86'}",CHEMBL3890847,,CHEMBL3890847,6.12,0,http://www.openphacts.org/units/Nanomolar,2804505,=,1,1,=,,IC50,nM,,750.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.75
,,16774761,[],CHEMBL3864474,Inhibition of recombinant human N-terminal His6-tagged Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia coli interaction with Nrf2 assessed as displacement of FITC-betaAla-DEETGEF-OH from Keap1 Kelch domain after 30 mins by FP assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](C)O,,,CHEMBL3864134,J Med Chem,2016,"{'bei': '7.58', 'le': '0.15', 'lle': '10.18', 'sei': '1.64'}",CHEMBL3970907,,CHEMBL3970907,6.14,0,http://www.openphacts.org/units/Nanomolar,2804503,=,1,1,=,,IC50,nM,,730.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.73
,,16774765,[],CHEMBL3864467,Inhibition of recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21(DE3)pLysS interaction with Nrf2 assessed as displacement of FITC-LDEETGEFL-NH2 from Keap1 Kelch domain after 30 mins by FP assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL3864134,J Med Chem,2016,"{'bei': '6.14', 'le': None, 'lle': None, 'sei': None}",CHEMBL3134422,,CHEMBL3134422,6.71,0,http://www.openphacts.org/units/Nanomolar,2804494,=,1,1,=,,IC50,nM,,194.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,194.0
,,16774766,[],CHEMBL3864467,Inhibition of recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21(DE3)pLysS interaction with Nrf2 assessed as displacement of FITC-LDEETGEFL-NH2 from Keap1 Kelch domain after 30 mins by FP assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(C)C)[C@@H](C)O)C(N)=O,,,CHEMBL3864134,J Med Chem,2016,"{'bei': '5.18', 'le': None, 'lle': None, 'sei': None}",CHEMBL3975863,,CHEMBL3975863,5.45,0,http://www.openphacts.org/units/Nanomolar,2804493,=,1,1,=,,IC50,nM,,3570.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,3570.0
,,16774768,[],CHEMBL3864470,Binding affinity to recombinant human Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia coli BL21(DE3)pLysS by SPR-based solution competition assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O,,,CHEMBL3864134,J Med Chem,2016,"{'bei': '6.94', 'le': None, 'lle': None, 'sei': None}",CHEMBL3965115,,CHEMBL3965115,7.37,0,http://www.openphacts.org/units/Nanomolar,2804506,=,1,1,=,,IC50,nM,,42.6,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,42.6
,,16774769,[],CHEMBL3864474,Inhibition of recombinant human N-terminal His6-tagged Keap1 Kelch domain (321 to 609 residues) expressed in Escherichia coli interaction with Nrf2 assessed as displacement of FITC-betaAla-DEETGEF-OH from Keap1 Kelch domain after 30 mins by FP assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](C)O,,,CHEMBL3864134,J Med Chem,2016,"{'bei': '7.90', 'le': '0.15', 'lle': '10.16', 'sei': '1.81'}",CHEMBL3908796,,CHEMBL3908796,6.61,0,http://www.openphacts.org/units/Nanomolar,2804504,=,1,1,=,,IC50,nM,,248.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.248
,,18223248,[],CHEMBL4048127,Binding affinity to His-tagged Keap1 DC domain (321 to 609 residues) (unknown origin) expressed in Escherichia coli assessed as reduction in protein interaction with FAM-labeled Nrf2 peptide after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOc1ccc(S(=O)(=O)Nc2cc3c(C(=O)NO)c(C)n(S(=O)(=O)c4ccc(OCC)cc4)c3c3ccccc23)cc1,,,CHEMBL4043278,Bioorg Med Chem Lett,2017,"{'bei': '10.74', 'le': '0.21', 'lle': '1.64', 'sei': '4.38'}",CHEMBL4077198,,CHEMBL4077198,6.70,0,http://www.openphacts.org/units/Nanomolar,3024014,=,1,1,=,,IC50,nM,,200.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.2
,,18223249,[],CHEMBL4048127,Binding affinity to His-tagged Keap1 DC domain (321 to 609 residues) (unknown origin) expressed in Escherichia coli assessed as reduction in protein interaction with FAM-labeled Nrf2 peptide after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOc1ccc(S(=O)(=O)Nc2cc3c(C(=O)NN)c(C)n(S(=O)(=O)c4ccc(OCC)cc4)c3c3ccccc23)cc1,,,CHEMBL4043278,Bioorg Med Chem Lett,2017,"{'bei': '10.91', 'le': '0.22', 'lle': '2.26', 'sei': '4.28'}",CHEMBL4083845,,CHEMBL4083845,6.80,0,http://www.openphacts.org/units/Nanomolar,3024015,=,1,1,=,,IC50,nM,,160.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.16
,,18223250,[],CHEMBL4048127,Binding affinity to His-tagged Keap1 DC domain (321 to 609 residues) (unknown origin) expressed in Escherichia coli assessed as reduction in protein interaction with FAM-labeled Nrf2 peptide after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNNC(=O)c1c(C)n(S(=O)(=O)c2ccc(OC)cc2)c2c1cc(NS(=O)(=O)c1ccc(OC)cc1)c1ccccc12,,,CHEMBL4043278,Bioorg Med Chem Lett,2017,"{'bei': '10.74', 'le': '0.21', 'lle': '2.52', 'sei': '4.51'}",CHEMBL4062108,,CHEMBL4062108,6.54,0,http://www.openphacts.org/units/Nanomolar,3024016,=,1,1,=,,IC50,nM,,290.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.29
,,18223251,[],CHEMBL4048127,Binding affinity to His-tagged Keap1 DC domain (321 to 609 residues) (unknown origin) expressed in Escherichia coli assessed as reduction in protein interaction with FAM-labeled Nrf2 peptide after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Nc2cc3c(C(=O)NNc4ccccc4)c(C)n(S(=O)(=O)c4ccc(OC)cc4)c3c3ccccc23)cc1,,,CHEMBL4043278,Bioorg Med Chem Lett,2017,"{'bei': '10.06', 'le': '0.20', 'lle': '0.83', 'sei': '4.66'}",CHEMBL4091619,,CHEMBL4091619,6.75,0,http://www.openphacts.org/units/Nanomolar,3024017,=,1,1,=,,IC50,nM,,180.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.18
,,18223252,[],CHEMBL4048127,Binding affinity to His-tagged Keap1 DC domain (321 to 609 residues) (unknown origin) expressed in Escherichia coli assessed as reduction in protein interaction with FAM-labeled Nrf2 peptide after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Nc2cc3c(C(=O)NNc4ccc([N+](=O)[O-])cc4)c(C)n(S(=O)(=O)c4ccc(OC)cc4)c3c3ccccc23)cc1,,,CHEMBL4043278,Bioorg Med Chem Lett,2017,"{'bei': '9.20', 'le': '0.18', 'lle': '0.77', 'sei': '3.50'}",CHEMBL4070735,,CHEMBL4070735,6.58,0,http://www.openphacts.org/units/Nanomolar,3024018,=,1,1,=,,IC50,nM,,260.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.26
,,18223253,[],CHEMBL4048127,Binding affinity to His-tagged Keap1 DC domain (321 to 609 residues) (unknown origin) expressed in Escherichia coli assessed as reduction in protein interaction with FAM-labeled Nrf2 peptide after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(NNC(=O)c2c(C)n(S(=O)(=O)c3ccc(OC)cc3)c3c2cc(NS(=O)(=O)c2ccc(OC)cc2)c2ccccc23)cc1,,,CHEMBL4043278,Bioorg Med Chem Lett,2017,"{'bei': '9.66', 'le': '0.19', 'lle': '0.85', 'sei': '4.39'}",CHEMBL4099355,,CHEMBL4099355,6.77,0,http://www.openphacts.org/units/Nanomolar,3024019,=,1,1,=,,IC50,nM,,170.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.17
,,18223254,[],CHEMBL4048127,Binding affinity to His-tagged Keap1 DC domain (321 to 609 residues) (unknown origin) expressed in Escherichia coli assessed as reduction in protein interaction with FAM-labeled Nrf2 peptide after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4043278,Bioorg Med Chem Lett,2017,"{'bei': '11.62', 'le': '0.23', 'lle': '1.34', 'sei': '5.23'}",CHEMBL2402207,,CHEMBL2402207,5.80,0,http://www.openphacts.org/units/Nanomolar,3024020,=,1,1,=,,IC50,nM,,1600.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,1.6
,,18223255,[],CHEMBL4048127,Binding affinity to His-tagged Keap1 DC domain (321 to 609 residues) (unknown origin) expressed in Escherichia coli assessed as reduction in protein interaction with FAM-labeled Nrf2 peptide after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,CHEMBL4043278,Bioorg Med Chem Lett,2017,"{'bei': '10.80', 'le': '0.22', 'lle': '3.22', 'sei': '3.96'}",CHEMBL3237245,,CHEMBL3237245,6.64,0,http://www.openphacts.org/units/Nanomolar,3024021,=,1,1,=,,IC50,nM,,230.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.23
,,18339716,[],CHEMBL4138520,Inhibition of fluorescent labelled Nrf2 peptide ligand binding to human Keap1 (321 to 609 residues) expressed in Escherichia coli BL21 DE3 pLysS incubated for 1 hr by fluorescence polarisation assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4138053,Medchemcomm,2017,"{'bei': '13.08', 'le': '0.24', 'lle': '2.75', 'sei': '5.96'}",CHEMBL4159153,,CHEMBL4159153,5.66,0,http://www.openphacts.org/units/Nanomolar,3045303,=,1,1,=,,IC50,nM,,2200.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,2.2
,,18339717,[],CHEMBL4138520,Inhibition of fluorescent labelled Nrf2 peptide ligand binding to human Keap1 (321 to 609 residues) expressed in Escherichia coli BL21 DE3 pLysS incubated for 1 hr by fluorescence polarisation assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4138053,Medchemcomm,2017,"{'bei': '12.18', 'le': '0.22', 'lle': '2.58', 'sei': '5.37'}",CHEMBL4166378,,CHEMBL4166378,5.10,0,http://www.openphacts.org/units/Nanomolar,3045304,=,1,1,=,,IC50,nM,,8000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,8.0
,,18339718,[],CHEMBL4138520,Inhibition of fluorescent labelled Nrf2 peptide ligand binding to human Keap1 (321 to 609 residues) expressed in Escherichia coli BL21 DE3 pLysS incubated for 1 hr by fluorescence polarisation assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1C[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4138053,Medchemcomm,2017,"{'bei': '11.58', 'le': '0.21', 'lle': '2.55', 'sei': '4.93'}",CHEMBL4174294,,CHEMBL4174294,4.68,0,http://www.openphacts.org/units/Nanomolar,3045305,=,1,1,=,,IC50,nM,,20800.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,20.8
,,18339719,[],CHEMBL4138520,Inhibition of fluorescent labelled Nrf2 peptide ligand binding to human Keap1 (321 to 609 residues) expressed in Escherichia coli BL21 DE3 pLysS incubated for 1 hr by fluorescence polarisation assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CCNC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4138053,Medchemcomm,2017,"{'bei': '9.29', 'le': '0.17', 'lle': '2.44', 'sei': '3.88'}",CHEMBL4162919,,CHEMBL4162919,4.16,0,http://www.openphacts.org/units/Nanomolar,3045306,=,1,1,=,,IC50,nM,,69700.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,69.7
,,18339720,[],CHEMBL4138520,Inhibition of fluorescent labelled Nrf2 peptide ligand binding to human Keap1 (321 to 609 residues) expressed in Escherichia coli BL21 DE3 pLysS incubated for 1 hr by fluorescence polarisation assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,,CHEMBL4138053,Medchemcomm,2017,"{'bei': '13.35', 'le': '0.25', 'lle': '2.66', 'sei': '6.27'}",CHEMBL2381968,,CHEMBL2381968,5.96,0,http://www.openphacts.org/units/Nanomolar,3045307,=,1,1,=,,IC50,nM,,1100.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,1.1
,,18339721,[],CHEMBL4138520,Inhibition of fluorescent labelled Nrf2 peptide ligand binding to human Keap1 (321 to 609 residues) expressed in Escherichia coli BL21 DE3 pLysS incubated for 1 hr by fluorescence polarisation assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)CCC1=O,,,CHEMBL4138053,Medchemcomm,2017,"{'bei': '14.86', 'le': '0.28', 'lle': '3.77', 'sei': '6.23'}",CHEMBL4159561,,CHEMBL4159561,5.92,0,http://www.openphacts.org/units/Nanomolar,3045308,=,1,1,=,,IC50,nM,,1200.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,1.2
,,18339722,[],CHEMBL4138520,Inhibition of fluorescent labelled Nrf2 peptide ligand binding to human Keap1 (321 to 609 residues) expressed in Escherichia coli BL21 DE3 pLysS incubated for 1 hr by fluorescence polarisation assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C1c2ccccc2C(=O)N1C[C@@H]1c2ccccc2CCN1C(=O)[C@@H]1CCCC[C@@H]1c1nn[nH]n1,,,CHEMBL4138053,Medchemcomm,2017,"{'bei': '10.90', 'le': '0.20', 'lle': '2.23', 'sei': '4.57'}",CHEMBL4167472,,CHEMBL4167472,5.13,0,http://www.openphacts.org/units/Nanomolar,3045309,=,1,1,=,,IC50,nM,,7400.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,7.4
,,18339723,[],CHEMBL4138520,Inhibition of fluorescent labelled Nrf2 peptide ligand binding to human Keap1 (321 to 609 residues) expressed in Escherichia coli BL21 DE3 pLysS incubated for 1 hr by fluorescence polarisation assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc2c1CCN(C(=O)[C@@H]1CCCC[C@@H]1C(=O)O)[C@@H]2CN1C(=O)c2ccccc2C1=O,,,CHEMBL4138053,Medchemcomm,2017,"{'bei': '13.30', 'le': '0.25', 'lle': '2.51', 'sei': '6.45'}",CHEMBL4167793,,CHEMBL4167793,6.12,0,http://www.openphacts.org/units/Nanomolar,3045310,=,1,1,=,,IC50,nM,,750.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.75
,,18339724,[],CHEMBL4138521,Inhibition of fluorescent labelled human Nrf2 peptide ligand binding to human Keap1 (321 to 609 residues) expressed in Escherichia coli BL21 DE3 pLysS incubated for 30 mins by fluorescence polarisation assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C)c(C)c(S(=O)(=O)Nc2ccc(N3CC[C@@H](C(=O)O)C3)c3ccccc23)c1C,,,CHEMBL4138053,Medchemcomm,2017,"{'bei': '15.14', 'le': '0.29', 'lle': '2.06', 'sei': '7.90'}",CHEMBL3827626,,CHEMBL3827626,6.85,0,http://www.openphacts.org/units/Nanomolar,3045311,=,1,1,=,,IC50,nM,,140.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.14
,,18360002,[],CHEMBL4141610,Inhibition of FITC-labeled Nrf2 binding to human Keap1 Kelch domain (322 to 609 residues) expressed in Escherichia coli (DE3) after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O,,,CHEMBL4138151,Eur J Med Chem,2018,"{'bei': '5.77', 'le': None, 'lle': None, 'sei': None}",CHEMBL4174405,,CHEMBL4174405,7.20,0,http://www.openphacts.org/units/Nanomolar,3047305,=,1,1,=,,IC50,nM,,63.15,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,63.15
,,18360003,[],CHEMBL4141610,Inhibition of FITC-labeled Nrf2 binding to human Keap1 Kelch domain (322 to 609 residues) expressed in Escherichia coli (DE3) after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC1=O,,,CHEMBL4138151,Eur J Med Chem,2018,"{'bei': '6.52', 'le': None, 'lle': None, 'sei': None}",CHEMBL4169002,,CHEMBL4169002,7.74,0,http://www.openphacts.org/units/Nanomolar,3047304,=,1,1,=,,IC50,nM,,18.31,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,18.31
,,18398034,[],CHEMBL4149494,Inhibition of human Keap1 kelch domain (321 to 609 residues) binding to TAMRA-labeled Nrf2-ETGE peptide after 1 hr by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@@H]1CCCN1C(=O)c1cccc(-c2cccc(-n3ncc(C(=O)O)c3C3CC3)c2)c1,,,CHEMBL4145572,J Med Chem,2018,"{'bei': '17.48', 'le': '0.32', 'lle': '2.09', 'sei': '10.61'}",CHEMBL4175603,,CHEMBL4175603,8.00,0,http://www.openphacts.org/units/Nanomolar,3053585,=,1,1,=,,IC50,nM,,10.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,100.0,10.0
,,18398051,[],CHEMBL4149487,Inhibition of human Keap1 kelch domain binding to Nrf2-ETGE peptide preincubated for 15 mins followed by peptide addition measured after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)c(C)c(S(=O)(=O)Nc2ccc(N3CC[C@H](C(=O)O)C3)c3ccccc23)c1C,,,CHEMBL4145572,J Med Chem,2018,"{'bei': '15.14', 'le': '0.29', 'lle': '2.06', 'sei': '7.90'}",CHEMBL3899754,,CHEMBL3899754,6.85,0,http://www.openphacts.org/units/Nanomolar,3053583,=,1,1,=,,IC50,nM,,140.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.14
,,19095594,[],CHEMBL4367553,Displacement of FITC-LDEETGEFL-NH2 from human KEAP1 Kelch domain (322 to 609 residues) measured after 30 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)c(C)c(S(=O)(=O)Nc2ccc(N3CC[C@H](C(=O)O)C3)c3ccccc23)c1C,,,CHEMBL4364299,J Med Chem,2019,"{'bei': '15.14', 'le': '0.29', 'lle': '2.06', 'sei': '7.90'}",CHEMBL3899754,,CHEMBL3899754,6.85,1,http://www.openphacts.org/units/Nanomolar,3185712,=,1,1,=,,IC50,nM,,140.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,uM,UO_0000065,,0.14
